,tweet_id,text,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
188,466925490637651968l,$CYRE3 - Cyrela Realt (cyre-nm) - Demonstracoes Financeiras De 31/03/2014 (cons) http://t.co/XJ0GiprNLN,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
190,449189411172155393l,Ativo c/ vol Financeiro Superior à sua MM21-11h:BPHA3 CGAS5 SANB11,-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
191,445561461805686784l,"#vale5 agora R$ 26,55 alta de 1,70%, #petr4 R$ 12,89 alta de 0,86% e #ibovespa nos 45.427 pontos alta de 1,03%",0,0,-1,-1,-1,-1,0,0,-1,0.667,0.667,0.667,0.667,3
193,441991777944604672l,"#IBOV #VALE5 Vale derruba Bovespa, dólar e juros sobem com dados dos EUA. http://t.co/jTzPuMkG10 Nada cai indeterminadamente...",0,0,0,0,-2,-2,0,0,-1,1.0,0.667,0.333,0.667,3
194,459703601485873152l,Petrovales tomando um ligeiro cacete hoje. Caindo acima de 2%. BBAS3 segue enfraquecendo. ITUB4 e GGBR4 estáveis.,0,1,-2,-2,0,1,-2,-2,-1,0.667,0.0,1.0,0.0,3
195,461217162594902017l,RT @Ary_AntiPT: CASO LAVA JATO - Youssef pode ter atuado em refinaria da Petrobras no Paraná http://t.co/rpF7wo3KIQ #PETR3 #Petr4 #Lavajato,0,1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.0,0.333,3
197,458688687774396416l,"#Ibovespa opera em queda de 0,27%, aos 51.973 pontos. Puxam o índice para baixo: #PETR4, VALE3, #OGXP3.",0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
198,448901694802632705l,#petr4 A jovenzinha tá preocupada..rsrsrs  Dilma tem encontro reservado com ministro do TCU. http://t.co/SgPoWh0AY6,1,0,1,0,1,0,1,0,0,0.667,1.0,0.667,0.667,3
199,445564878510915584l,#BOVESPA #SUZB5 Suzano Papel e Celulose publica suas demonstrações financeiras anuais de 2013.  http://t.co/xnAwHPg9zU,0,0,0,0,0,0,0,0,1,0.5,0.75,0.5,0.75,4
200,461511886916558848l,@ferrisss qual sua previsão para OIBR4?,0,0,0,0,1,0,0,1,0,0.667,0.667,0.667,0.667,3
201,444570321211764736l,"Petrobras cai mais de 2% e 'volta' para 2005, elétricas vão do céu ao inferno: Dia de extrem... http://t.co/45roeiSY2l #infomoney #vale5",-2,-2,-2,-2,-2,-2,0,1,-1,0.333,0.333,0.333,0.667,3
202,459421284469080064l,$FIBR3 - Fibria (fibr-nm)- Demonstracoes Financeiras Em Ingles De 31/03/2014 http://t.co/LQafhhsV5y,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
203,443022600336580608l,"#PETR4 #PETROBRAS a $13,13. Pronto! O #PT conseguiu fazer propaganda eleitoral antecipada O que a @dilmabr tem a dizer sobre isso? @ptbrasil",0,1,0,1,0,0,1,0,0,1.0,0.667,0.667,1.0,3
204,470905734449074176l,$GFSA3 - Gafisa (gfsa-nm) - Demonstracoes Financeiras Em Ingles De 31/03/2014 http://t.co/FLvLM8WLdW,-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
209,461521399568691200l,"Os pontos em vale5 estão faceis
25,15 e 24,65
se passar disso jesuiss",-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
211,442034320602312704l,"E a bolsa não para de cair! Mas agora também aparecem boas oportunidades. Vejo a CSNA3, USIM5, ELET4, como ótimos ativos. Outro dia a 10 e 5",1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
212,449304311387136001l,"Maiores Altas: ELET3 +9,84% | LLXL3 +9,78% | PETR4 +8,13% | RSID3 +7,84% | PETR3 +7,55%.",0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
213,449277975079710720l,PETR4 fechou na máxima!!!,1,0,1,0,0,1,0,0,0,1.0,0.667,0.667,0.667,3
214,449233083116834818l,Ativo c/ vol Financeiro Superior à sua MM21-14h: GOAU4 IFNC IGTA3 INDFUT ISEE ITUB4 LLXL3 MMXM3 MPLU3 MULT3 OIBR3 OIBR4 PETR3 PETR4 PTBL3,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
215,443393619546763264l,Análise técnica completa para o pregão de hoje na @Info_BMFBOVESPA  sobre a empresa @petrobras (PETR4) http://t.co/UK8fQ0a7RC,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
217,451516853433937920l,"#SortedoDia: ter perdido a alta de mais de 8% num único dia da $PETR4 semana passada, mas ter realizado isso em apenas 4 dias úteis.",1,0,1,0,0,0,0,0,0,1.0,1.0,0.667,1.0,3
220,453521418748440576l,RT @Angela_dias24: Tenho andado a ter sonhos tao estranhos,0,1,0,0,-2,-2,0,1,-1,0.667,1.0,0.333,1.0,3
223,441562070497390592l,"BM&amp,FBovespa (#BVMF3) negocia volume 6,7% menor em fevereiro. http://t.co/0EEfEadv9Y  (Estadão)",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
226,455863900513525760l,não consigo dormir,-2,-2,-2,-2,0,0,1,0,-1,0.0,0.0,0.667,0.667,3
227,456136883056422912l,"@tovaga Desde às 10h acompanho simultaneamente o depoimento da Foster e o índice. Vc está fazendo o mesmo, correto? http://t.co/CkfqAdzHkK",0,1,-2,-2,1,0,-2,-2,-1,0.667,0.333,0.667,0.333,3
228,446341722008997888l,"#vale5 Rafael, está lá!!!! No Obj!!!! se segurou até aqui parabéns!!! RT @rafaelsim78: @Live_Trade qual o seu objetivo?",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
229,441347872915607552l,"@clubedopairico estou curioso pra ler o 'aluguel de ações' amanhã. Com a nossa querida PETR4 fechando na mínima, onde vamos parar? Abraço Zé",0,1,0,0,0,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
234,449142959225585664l,"Prumo Logística, ex-LLX, anuncia prejuízo de R$ 135,8 milhões em 2013: A Prumo Logística, ex-LLX (LLXL3), divu... http://t.co/LwmlKPqssk",0,0,0,1,0,0,0,0,0,1.0,0.667,1.0,1.0,3
235,448191373104381952l,"Ações que ajudaram na alta de hoje do IBOV: Petr3, +3,25%, Petr4, +2,71%, BBDC4, +2,79%, ITUB, +2,90%. SANB11, +2,81%, BBAS3, +0,58%...",1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,1.0,3
236,444092271831842816l,"DESTAQUE - Resultados B2W (BTOW3), CCR (CCRO3) e Americanas (LAME3). Leia as analises http://t.co/sEwXBRgrrM",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
237,449866873417789440l,Boeing novinho na frota da gol!!! Está valendo a pena investir em goll4! Rsrs parabéns @VoeGOLoficial http://t.co/MXGHUqK3db,1,0,1,0,0,0,0,0,0,0.667,1.0,0.667,0.667,3
238,450749596046618624l,"26 ações sobem mais de 10% no melhor mês da Bolsa desde 2012, elétricas lideram: Noticiário ... http://t.co/piDLFZP18G #infomoney #vale5",1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
239,459413138790952960l,"Rastreamento ações-Gráfico diário-16h. Analise se romper: RENT3 35,08 SANB11 12,94 STBP11 17,74",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
240,441245930285563904l,"Essa #KROT3 é um mistério. Tenho a olhada de perto desde os R$ 35. Papel bem alugado mas não cede nunca!
@ferrisss",0,0,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
241,456007617479864320l,#OIBR4  WTRADER (mensagem: 954096)  http://t.co/pS7M9E4XrM,0,0,0,0,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
242,446284610629287936l,@brunogmusa @Smarttrade10 @plima79 @ferrisss @dfittarelli @HudsonPF Credit Suisse aluga o que tiver de PETR3 com o call deles Petr4 x PETR3,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
244,457996497792274432l,"RT @SouCalmo: @Pindoramense Lula já viu a queda da Dilma.. Se voltar terá q explicar Rose, Petr4, acho q ele ñ virá por isso.. Campos seria…",-2,-2,0,0,1,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
245,454626054859411456l,"Conheça a queridinha do Ibovespa, papel é recomendado 15 vezes. Chama-se VALE5. Uma empresa com fundamentos, produtiva e rentável.",1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,0.667,3
246,443439285707223040l,"@PedroCerize https://t.co/TRZN6adp88

Tem tudo ai,compraram em 2010 petr3,bbas3",0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
248,469700784792539136l,Homem é igual a orelhão: 80% não funciona e o resto está ocupado.,-2,-2,-2,-2,0,0,0,0,-1,0.0,0.333,0.667,0.667,3
249,458336411163578369l,RT @joanarauhl: o afonso anda meio desaparecido,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
252,453525676910706688l,RT @chrinvestor: #PETR4 chegou aos 40% de valorização em 1 mês graças a especulação eleitoral. Imaginem uma possível virada na preferência …,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
253,446729335089926144l,"@ferrisss @dilmabr @exame_mercados #petr4 e #elet6 ~5% será equivalente a quantos pontos? Caindo 5 também, me anima muito rsrs",-2,-2,-2,-2,0,0,0,0,-1,0.0,0.0,1.0,0.667,3
254,449263514176466944l,"Ativo c/ vol Financeiro Superior 1,5 X à sua MM21-16h: MMXM3 MPLU3 MRFG3 MULT3 OIBR3 OIBR4 PETR3 PETR4 PTBL3 SANB11 SMTO3 SUZB5 TCSA3",0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
255,449543815712759809l,$ELET3 - Eletrobras (elet-n1) - Demonstracoes Financeiras De 31/12/2013 (cons) http://t.co/94fk4X66p1,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
256,458608079375192064l,"Ações de estatais: Elet3, +2,73%, Elet6, +0,91%, Petr3, +0,19%, Petr4, +0,12%, e Bbas3, estável...",0,0,1,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
257,443008572704976896l,Analista da TOV espera 100% de alta para a #PETR4 esse ano! Quem concorda?! Eu to fora! rsrs,-2,-2,-2,-2,0,1,-2,-2,-1,0.333,0.333,0.667,0.0,3
258,453260430027526144l,"#petr4 alta hoje de 6,28%, #Vale5 alta de 1,95% e #bbas3 alta de 5,43% e os pessimistas bem caladinhos como ficam sempre os covardes. rsrs",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
261,453255148840960000l,"Desempenho das ações do Itaú Unibanco na semana passada:na Bovespa - ITUB4:3,31% e ITUB3: 3,40%,na NYSE - ITUB: 4,10%,Índice Bovespa:2,64%.",1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,1.0,3
262,459743194427953152l,"RT @tovaga: @Folhaovento Petrobras PETR4 capitalizada em 2010 por Lula  a R$ 26,30. Últimos 6 meses...Março na bacia das almas! http://t.co…",0,1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
263,450620193690374144l,vale5 abriu cancelando o gatilho do semanal,-2,-2,0,1,0,0,0,0,-1,0.0,0.667,1.0,0.667,3
264,443011825182212096l,"#VALE5 vou apostar numas calls de Vale... comprei VALEC28 nos 0,25 ESPECULAÇÃO!!",-2,-2,-2,-2,1,0,0,0,-1,0.0,0.0,0.667,0.667,3
265,459328682411429888l,"FIBR3 bateu no objetivo do Anderson agora, quer ver e saber quais as operações do Anderson, entre em contato: centraltrader@hotmail.com",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
269,460849155934789632l,"RT @imcharliedrew: https://t.co/1T0Wl5Zu1p ESTA FUI EU, ESTA SOU EU, EU FIZ ISTO, EU FAREI ISTO, EU ESTOU A FAZÊ-LO",-2,-2,0,0,0,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
273,451857049803292672l,"RT @RecitoClarice: Não se pode confiar em ninguém, até mesmo nas pessoas que você acha que conhece.",0,1,0,1,0,1,-2,-2,-1,0.667,0.667,0.667,0.0,3
274,448787429387169792l,Estratégia de Análise Técnica para o pregão de hoje #analisetecnica http://t.co/XeOIfcxTdY,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
278,447028130914791424l,"Quiserem favoritar, fiquem a vontade:
Vendam CIEL3 daqui a 90 dias.",0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
279,451834281447280640l,"Fim do repique? 9 ações ignoraram a queda da Bovespa nesta 5ª, Vale é uma delas: Liderando o... http://t.co/fhxzocQxxl #infomoney #vale5",0,1,0,1,0,1,0,0,0,0.667,0.667,1.0,0.667,3
280,449938218486886400l,"Em 31.05.2004 Petrobras PN - PETR4 estava a R$ 7,20 - Bovespa - http://t.co/ASPBmyoBSk http://t.co/YpKzyffh4h @stanleyburburin",0,0,0,0,0,0,0,0,1,1.0,0.667,1.0,1.0,3
282,446633580366950400l,já imaginou ver a #PETR4 voltando para baixo dos R$13 ? =),0,1,0,0,0,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
283,466634147331837952l,"Rastreamento ações-Gráfico diário-14h. Analise se romper:  TBLE3 34,28 VIVT4 47,56",0,0,0,0,0,0,0,1,0,0.667,0.667,0.667,0.667,3
284,465868012751712256l,#BR #PETR4 #VALE5 Bovespa sobe impulsionada por Petrobras e Vale:  http://t.co/kKO4VGiYis Vamos ver se Ibov passa dos 55.000 essa semana...,-2,-2,0,0,1,0,0,0,-1,0.333,0.667,0.667,0.667,3
286,458671910990405636l,"@Live_Trade MT, tá em vale5 tb? Grato",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
288,472295032876437504l,"“@topBovespa: BM&amp,FBovespa (#BVMF3) fecha em 12 de junho e encurta pregão em demais dias de jogos do Brasil. http://t.co/HS87wJaVfG",0,0,0,1,0,0,0,0,0,0.667,0.667,0.667,0.667,3
289,451729945572556800l,“@klarivasquez: “@omgthatspunny: http://t.co/tRCByRkKm0” @vikki_cruz3”,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
290,448934252709543936l,"Vale5, gráfico diário. Fechamento em R$ 27.50 com queda de 0.40%. http://t.co/teN2kAKcdv",0,0,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
291,445942493478391809l,#OIL #BR #PETR4 Petrobras põe plataforma P-58 em operação na Bacia de Campos: http://t.co/VRlzpXUGF7,-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
292,469950473437741056l,"#VALE5 - Análise #Ichimoku - pregão de sexta-feira, 23 de maio. http://t.co/usO61aC927",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
293,453976975313752065l,"Ativo c/ vol Financeiro Superior à 1,5 X sua MM21-16h: AUTM3 BBRK3 BOVA11 BPHA3 ELET6 EQTL3 GRND3 QUAL3 SHOW3 USIM5",1,0,0,0,1,0,0,0,0,1.0,0.667,0.667,1.0,3
294,470207852947456000l,"#BRPR3: no gráfico diário, rompeu LTB c/ volume 300% acima da média e fechando o dia na máxima. #Whoknows ? http://t.co/llxxH56oBs",1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
295,456148929336205312l,Metade dos traders do Brazil trocando figurinhas da Copa. Por isso que a PETR4 nao sobe....,0,1,0,1,0,0,0,0,0,0.667,0.667,1.0,0.667,3
296,441894269650235392l,"fundo duplo ALSC3 , OCOI DAYC4, LLIS3,EMBR3",0,1,0,1,0,0,0,0,0,0.667,0.667,0.667,0.667,3
297,447822281470132224l,OIBR4 vai abrir bombando!!! Fiquem atentos!!!,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
298,441216481817149440l,"PETR3 vender por R$ 13,21 indicado em 19/02/2014 10:11 http://t.co/zJRs3Eeyz9",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
299,441624237389148161l,"RT @bobdevonne: A stora de inglês disse que ia ver o meu tumblr e o do lucas,oh god,ainda por cima o tumblr do lucas é só nudez.",0,0,-2,-2,0,0,0,1,-1,0.667,0.0,0.667,0.667,3
300,459340720286224384l,"#ITUB4: o banco informou que foi aprovada em assembleia geral extraordinária a elevação do capital social, de R$... http://t.co/w8OwPWtY7x",1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
301,454334945407025154l,"Rastreamento ações-Gráfico diário-16h. Analise se romper: SBSP3 21,24 VLID3 34,99  TUPY3 18,65",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
302,446033598542381056l,"66 das 72 ações do Ibovespa fecham em alta, Petrobras sobe 3% e Oi avança 6%: Kroton sobe fo... http://t.co/EBqbtz8lHM #infomoney #vale5",1,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
304,449232980721303553l,Ativo c/ vol Financeiro Superior à sua MM21-14h:ABCB4 ABRE11 BBAS3 BBDC4 BPHA3 BTOW3 CCRO3 CESP6 CMIG4 CSAN3 DOLFUT ELET3 ELET6 EURFUT GFSA3,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
307,451041767530700800l,"#PETR3 #PETR4 - Produção de petróleo da Petrobras sobe 0,3% em fevereiro ante janeiro - http://t.co/CDckhrhhWc",-2,-2,-2,-2,-2,-2,0,0,-1,0.0,0.0,0.0,0.667,3
308,453227292475400193l,"Atualização do estudo gráfico do IBOV, índice futuro, PETR4 e VALE5: http://t.co/bquAewIOGR via @YouTube",-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
309,456121871202004992l,@Markellisson se fosse só a PETR4,-2,-2,0,0,0,0,0,0,-1,0.333,1.0,0.667,1.0,3
310,446649086075469824l,"#PETR4 R$13,68 ! o.O (3 dias seguidos de arrancada já !)",1,0,1,0,0,1,0,0,0,1.0,1.0,1.0,1.0,3
312,459321704565977089l,"RT @ativacorretora: Análises técnicas para IBOV, S&amp,P500, PETR4, VALE5, ABEV3, VIVT4, CMIG4, NATU3, ITUB4, PDGR3 e GGBR4  http://t.co/5cppN3…",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
313,456147643257745408l,Ativo c/ vol Financeiro Superior à sua MM21-16h:ALPA4 BBPO11 BBTG11 BISA3 BOVA11 BRAP4 BRSR6 CIEL3 CMIG3 CPFE3 CSAN3 DTEX3 ELET6 ENBR3 ESTC3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0.667,0.667,0.667,3
314,453602674450399233l,@joanarauhl @1avelagay @mel_cruz3 @Angela_dias24 por mim ta,-2,-2,0,0,0,0,0,0,-1,0.0,1.0,1.0,1.0,3
316,469531368758984704l,Ativo c/ vol Financeiro Superior à sua MM21-14h: ALSC3 AUTM3 BBAS3 BBDC4 IMCH3 MGLU3 PFRM3 SMLE3,0,0,-2,-2,0,1,0,1,-1,0.667,0.0,0.667,0.667,3
317,445678791776821248l,"RT @topBovespa: Petrobras (#PETR), Rossi (#RSID3) e BB (#BBAS) batem mínimas de até 10 anos. http://t.co/O0X4s9y6Ab    (@oswaldosena_1)",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
318,442071809606053888l,"RT @catzbiebs: tenho que vestir o pijama, que preguiça",0,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
319,443020718650163200l,"RT @lambari_trader: PETR4 a $`13,13! Homenagem perfeita  da Petrobrás à competência e honestidade com que o PT vem administrando a empresa …",0,1,0,1,0,0,1,0,0,1.0,0.667,1.0,0.667,3
320,447085280919830528l,"RT @FabioOstermann: E aí amigos, tá bom de comprar PETR4 agora ou ainda cai mais um pouco (muito)?",1,0,1,0,-2,-2,0,1,-1,0.667,0.667,0.333,0.667,3
322,460591830984568832l,"RT @SouCalmo: @Ary_AntiPT mesmo pq pegando os gatunos da Petr4 e MS, o Lula vem de brinde..",0,1,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
324,443398937169649664l,"Multas da Receita à Petrobras #PETR4 em 3 meses somam R$ 8,769 bi http://t.co/rGxSCA1zsP",0,1,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
326,456511909949227009l,#VALE5 alugo de quem tem! 19% a.a. por 2 dias!,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
327,449595729099911168l,@Live_Trade olha MRFG3...o quê acha dessa figura?,0,0,0,0,0,0,0,0,1,1.0,0.667,1.0,1.0,3
328,448931951911923712l,"Itub4, gráfico diário. Fechamento em R$ 32.73 com alta de 0.86%. http://t.co/P6ln6i94bO",-2,-2,0,0,0,0,0,0,-1,0.0,0.667,1.0,1.0,3
329,446276204623302656l,@Smarttrade10 @ferrisss @dfittarelli @HudsonPF petr4 tem tx subindo também pq vai ficar ex com dividendo/JCP alto.,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
330,450963045591023616l,$BBDC3 - Bradesco (bbdc-n1) - Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/Mh92PHzdlD,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
331,456840742892474368l,RT @EconomiaBr: #EMBR3 - Embraer distribuirá R$ 48 milhões em dividendos para os acionistas - http://t.co/fqTehcTRPx,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
332,448117017921740800l,"Rastreamento ações-Gráfico diário-12h. Analise se romper:  BBDC3 30,37 Ativo c/ vol Financeiro Superior à sua MM21-12h: ALPA4 PFRM3",0,0,0,0,0,0,0,0,1,1.0,1.0,0.75,1.0,4
333,449518493072113664l,"A LIGHT S.A. fechou o dia de ontem ao preço de R$ 18,91 (+2,77%) com volume de R$ 28,68 mm.
$LIGT3",1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
337,445716482119704576l,"#OIL #BR #PETR4 Conselho da Petrobras aprova balanço de 2013, 1 voto contra:  http://t.co/m9siDgEHTZ",1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
339,445891691942531073l,$NATU3 - Natura (natu-nm) - Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/OK18gecr8L,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
341,451409815022366720l,"Rastreamento ações-Gráfico diário-14h. Analise se romper: ECOR3 13,87 GRND3 15,97 INDX 11620,20 JBSS3 8,04 LIGT3 19,25 RENT3 33,14",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
342,463667274151628800l,$ALLL3 - All Amer Lat (alll-nm) - Demonstracoes Financeiras De 31/03/2014 (individual) http://t.co/JjonxInXpN,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
345,448099516752101377l,Esse caso da refinaria de Pasadena merece mais atenção. Principalmente considerando q a Sra. Dilma estava a frente do conselho da #PETR4.,0,1,0,1,1,0,1,0,0,1.0,0.667,0.667,0.667,3
346,470269015911563265l,RT @1avelagay: tava bué atenta a ver supernatural e o pc ficou sem net bué à toa e vim aqui e tava a haver beef então fiquei aqui de surra,0,1,0,1,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
348,446999854901108736l,"#USIM5 fez sub onda 5 e Onda 3 de fundo na min de 13/03 em 8,44 e alvo de Onda 4 entre 9,90 e 10,40 http://t.co/i35E26i739",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
350,455706263541002241l,"RT @R4Investimentos: Petrobras: Polícia Federal apreende documentos
Na última sexta-feira, a PETROBRAS (PETR4) recebeu ordem judicial... ht…",0,1,0,1,0,0,1,0,0,0.667,0.667,0.667,0.667,3
351,464029861573849088l,$BBAS3 - Banco Do Brasil (bbas-nm)- Dfs Consolidadas De 31/03/2014 http://t.co/VoH5wuvaMP,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
352,452198314180882433l,RT @miistaken_girl: só çuegue nesta escola @joanarauhl cc @mel_cruz3 cc @imcharliedrew http://t.co/NxbV21bFk3,0,1,-1,-1,-1,-1,-1,-1,-1,0.667,1.0,0.667,1.0,3
353,450681990522880002l,Os #BRACKONSHOWERS Pira ! 'Ativo  PETR4 hehehe #DEAL http://t.co/vVe7bwkGBs,-2,-2,1,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
354,450609801630711808l,"Gatilhos da semana passada: bvmf3, petr4, timp3 e ccro3 cancelados. Jbss3 ainda mantem para essa semana http://t.co/4jHEVomdvt",0,0,0,0,-2,-2,0,0,-1,0.667,1.0,0.0,1.0,3
357,453570078781743104l,"@ferrisss @deSimoni123  como chama seu amigo que comprou petr4 a 12,50? Mister M? Aposto que ele vendeu na maxima hj a 17,07, mágico.",1,0,1,0,0,1,0,0,0,1.0,1.0,0.667,0.667,3
358,458520097184047105l,@GelatinaBabe descobri o teu segredo :$,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
360,441939150481424384l,$PETR3 - Petrobras (petr) - Material De Apresentacao http://t.co/TG5VWSRtz1,0,0,0,0,0,0,0,0,1,0.75,0.75,0.75,0.75,4
361,460591592995553280l,"@Ary_AntiPT mesmo pq pegando os gatunos da Petr4 e MS, o Lula vem de brinde..",0,1,0,0,1,0,1,0,0,0.667,0.667,0.667,1.0,3
362,443542673316917248l,"@paulokoss eu concordo, porém, além de ser revoltante, a PETR4 a esse preço é uma bela oportunidade. O P/L dela tá baixíssimo.",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
363,448184754039689216l,Era só o que faltava... Tendinite... Fisioterapia amanhã.,-2,-2,0,1,1,0,0,0,-1,0.0,1.0,0.667,0.667,3
364,446643734009360384l,#BR #BOVESPA #EMBR3 Embratel publica seus resultados financeiros anuais de 2013.  http://t.co/yxneVmtM9Y,0,0,0,0,-2,-2,0,0,-1,1.0,1.0,0.333,1.0,3
365,446684197055651840l,"@GustavoNegreiro PETR4 valorizada em +4,19%.",1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
366,459323584012648448l,"jbss3 7,98 na agulha, quem tem TS sabe",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
367,469111242159046658l,"#ITUB4 no momento é a ação de maior peso no #IBOVESPA com participação de 9,8%",-2,-2,-2,-2,0,1,0,0,-1,0.333,0.333,0.667,1.0,3
368,449348463252475904l,Disparada na semana da ELET3 http://t.co/jM4PPpacvI,0,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
369,446680049761394689l,"No Gov PT #Petrobras é pau p/ toda obra, desde dar cargos até fazer política antiinflacionária. Só não é vista como uma empresa. #PETR4",0,1,0,0,0,0,0,0,0,0.667,0.667,1.0,0.667,3
371,446244006104932353l,"o futuro precisa romper os 46.500 (que foi onde fechou) e a #PETR4 os R$12,95~13,00 (que foi onde fechou)",0,0,0,0,0,0,-2,-2,-1,0.75,1.0,0.5,0.0,4
373,449302698001580032l,"Bbas3, gráfico diário. Fechamento em R$ 22.51 com forte alta de 6.63%. http://t.co/M02zLQ43A1",1,0,1,0,0,0,0,0,0,0.667,0.667,1.0,1.0,3
374,443519036333514752l,"RT @Ricamconsult: Há 6 anos, a #PETR4 valia R$510 bilhões. Hoje, vale R$165 bilhões e tem R$300 bilhões em dívidas. http://t.co/KZ7ujAkKYn",0,1,0,0,0,0,0,0,0,1.0,0.667,1.0,0.667,3
