,tweet_ids,text_x,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
129,443351728386498560l,"#PETR4 mais uma 'ótima' notícia para a Petrobomba!!! Rumo ao 0,01 http://t.co/ZFlkPnZLqE",0,1,0,0,0,0,1,0,0,1.0,0.667,0.667,1.0,3
130,443353179582111744l,"RT @valoramais: #PETR4 mais uma 'ótima' notícia para a Petrobomba!!! Rumo a o 0,01 http://t.co/haW8wgNzKP",0,1,0,1,0,1,1,0,0,0.667,0.667,0.667,0.667,3
131,443356969936510977l,"Safra decide diminuir número de ativos de sua carteira, veja as trocas: A instituição decidi... http://t.co/arnpufVQob #infomoney #vale5",0,1,0,1,0,1,0,1,0,0.667,0.667,0.667,0.667,3
132,443369137923190784l,alguém recomenda a compra de ações de a gerdau ?  #gerdau #ggbr4,0,1,0,0,1,0,0,1,0,0.667,1.0,0.667,0.667,3
133,443369295138287616l,Ações ex-dividendos hoje: VIVT3 e VIVT4. As cotações históricas foram ajustadas. Saiba mais! http://t.co/C7k4DuDID2,-1,-1,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
134,443384320859070464l,"Cade coragem para fazer um DT em a #VALE5 aí em a casa de os 26,46, de o jeito que as coisas andam é um stop em a certa.. =/ sigo observando.",0,1,0,1,0,0,0,1,0,0.667,0.667,0.667,0.667,3
135,443391474357776384l,"BBSE3 - Safra decide diminuir número de ativos de sua carteira, veja as trocas - InfoMoney Veja mais em: http://t.co/BXD2IkR4E5",0,0,0,0,0,0,0,0,1,1.0,0.667,0.667,0.667,3
136,443394009567088640l,"Sobre a saída de #LLXL3 do IBOV, lembram do efeito 'zé mané' da ult vez? Então, não achem voces que a LLX vai afundar no leilão da saída.",0,1,0,0,1,0,-2,-2,-1,0.5,0.5,0.5,0.25,4
137,443409354381750273l,"Corretora recomenda 3 carteiras para março: arrojada, dinâmica e moderada: Das três carteira... http://t.co/EtOMfHo4JJ #infomoney #vale5",-1,-1,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
138,443410433006133248l,#BRFS3 - Venda do setor de lácteos reforça aposta em internacionalização da BRF - http://t.co/N9joO8bHxy,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
139,443427864109940736l,"GFSA3. Aparentemente o 114 vai jogar ela nos 3,00 reais ainda hoje. Está manipulando para sair. Quando é assim o montante é alto para venda.",0,0,0,0,1,0,0,0,0,0.667,0.667,1.0,0.667,3
140,443434937526398976l,"INTRADAY PETR4: Suportes 12,62 e 12,82 e resistências 13,29 e 13,56 INTRADAY VALE5: Suportes 25,76 e 26,07 e resistências 26,65 e 26,92",0,0,0,0,-2,-2,0,0,-1,1.0,0.667,0.0,0.667,3
141,443436776175443968l,"Vc tem dúvida q o #IBOLESMA está a cara do PT? A #PETR4 é 13! a #VALE5 é 2 vezes 13, q é 26 e a #OGXP3 é 0,26 ou seja 13 dividido p/50!",0,1,0,0,0,0,1,0,0,0.667,0.667,0.667,0.667,3
142,443438174216671233l,"RT @picapautrader : Vc tem dúvida q o #IBOLESMA está a cara de o PT ? A #PETR4 é 13 ! a #VALE5 é 2 vezes 13 , q é 26 e a #OGXP3 é 0,26 ou seja 13 …",0,1,-2,-2,-2,-2,0,0,-1,0.75,0.0,0.0,0.75,4
143,443438866146807809l,@picapautrader https://t.co/lN1y2KpkOJ comparação #PETR4 x #SPX quer dizer comparação só a título didático pq nem se compara msm,0,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
144,443463813623738368l,#IBOV #BRML3 BR Malls divulga ata da reunião do conselho de administração realizada dia 25 de fevereiro. http://t.co/7MpofZh7wj,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
145,443464455238602753l,#VALE5 última hora para o bebê abandonado da Vale não virar bebê cagado!!,-2,-2,0,0,1,0,0,1,-1,0.0,1.0,0.667,0.667,3
146,443464881233473537l,@picapautrader: #VALE5 última hora para o bebê abandonado da Vale não virar bebê cagado!!,0,1,0,0,1,0,1,0,0,1.0,0.667,0.667,0.667,3
147,443470752999030784l,#NATU3 canal  de baixa e deixnado figura de indecisao! Venda?!,-1,-1,0,0,-2,-2,-1,-1,-1,0.667,0.667,0.333,0.667,3
148,443477913480863744l,"#BBAS3 olhem a linha de tendência mensal, PONTO CRÍTICO ou FUNDO. http://t.co/K03MhZTWlY http://t.co/OCV7jkie8s",-1,-1,-1,-1,-2,-2,-1,-1,-1,0.667,0.667,0.333,0.667,3
149,443480227277455360l,"@ferrisss ML desovou lote de 100 milha em a petr4 em o leilao, simplesmente 3 vezes o lote vendido durante todo o pregao",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
150,443500604250275840l,"Elétricas lideram altas e baixas com ajuda de o governo , Vale renova mínima de o ano : Ecorodovia ... http://t.co/EkCKzePhxU #infomoney#vale5",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
151,443546384562917376l,#PETR4 RT @valor_economico : Câmara derrota governo e aprova comissão para investigar Petrobras http://t.co/p37D1t2ARU,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
152,443546458860834817l,#PETR4 RT @agenciabrasil: Petrobras: ministros da Justiça e da CGU vão à Câmara para falar sobre denúncias http://t.co/zhV2Gty8Ny,0,1,0,1,1,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
153,443546558307778560l,"#PETR4 RT @ativacorretora: Petrobras faz oferta de US$ 8,5 bi em bônus no exterior. Confira a matéria do Jornal da Globo com nosso...",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
154,443546875632029696l,#PETR4 RT @kitowgallo: PGR manda para o Rio pedido para apurar suposto suborno na Petrobras: Procuradoria da Repúb... http://t.co/kDSqPTbzcD,0,1,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
155,443551844603035648l,"Jean Willas tá esperneando no TT por causa da debandada do PMDB na votação da Petr4... Espera q vem mais, ser nojento!!",0,1,0,1,1,0,0,0,0,1.0,0.667,0.667,0.667,3
156,443559711980679168l,Publiquei estudo da #HGTX3 no gráfico diário. Rompendo tendência de baixa??? Veja em http://t.co/oRA4bA8Qye,-2,-2,0,0,1,0,0,0,-1,0.0,1.0,0.667,0.667,3
157,443573367518822401l,"RT @bovespabrokers: #PETR4 rompeu a barreira dos R$13,00!! Agora eu me pergunto: e se vier a notícia do rebaixamento da dívida soberana no …",0,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,1.0,3
158,443729962336796672l,Ação ex-juros hoje: BBAS3. As cotações históricas foram ajustadas. Saiba mais! http://t.co/utSF6DP4ug,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
159,443741929025835008l,"#VALE5 lembram daquele GAP que estou alertando desde AGOSTO, pois é ... foi fechado hoje. Agora fica menos perigoso posição na VALE5",-2,-2,-2,-2,-2,-2,0,0,-1,0.0,0.0,0.333,0.667,3
160,443744305128427520l,ITUB4 vender a R$ 30.39 indicado em 12/03/2014 10:44 e finalizou a compra com resultado de R$ -0.46 ou -1.49 % http://t.co/kgt1YiTbF7,0,0,-2,-2,0,0,0,0,-1,0.667,0.0,0.667,1.0,3
161,443747856852480000l,@ferrisss @dfittarelli @HudsonPF Correção: Posição aberta #PETR3 E as duas PETR estão em destaque na procura de D-1,0,0,1,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
162,443751525878620160l,#petr4 sem força de recuperação após boato-delay-precificação = possibilidade de queda iminente por fuga e força dos vendidos.,0,1,0,0,1,0,1,0,0,0.667,0.667,1.0,0.667,3
163,443753026332139521l,"@MSantini_UK  Agora=&gt; #PETR4  R$ 13,43  - Imaginemos a cara dos pequenos e grandes acionistas que capitalizaram em 2010 a R$ 26,30.. PT-BR",0,1,0,1,0,1,0,0,0,0.667,0.667,0.667,0.667,3
164,443753147035824129l,"@SakaBrasil2 Agora=&gt; #PETR4  R$ 13,43  - Imaginemos a cara dos pequenos e grandes acionistas que capitalizaram em 2010 a R$ 26,30.. PT-BR",0,1,0,1,0,1,-2,-2,-1,1.0,0.667,0.667,0.333,3
165,443753397897166848l,"será ? R$13,50 deixará a #PETR4 continuar sua caminhada do repique ? Será ? De zóio ! ,)",0,0,0,0,1,0,0,0,0,0.667,0.667,1.0,1.0,3
166,443754762396508160l,"@ferrisss @Smarttrade10 @dfittarelli BBAS3 à R$ 19,09.... uhnnmm!!!! Hj sai decisão sobre julgamento no STF.",-2,-2,1,0,1,0,0,0,-1,0.0,0.667,0.667,0.667,3
167,443757704147120128l,"#BBAS3.SA anunciou hoje #JSCP na #BOVESPA. Hora de manter posição, cancelei minhas vendas.",-2,-2,0,0,1,0,0,1,-1,0.0,0.667,0.667,0.667,3
168,443760585290027008l,$PETR3 - Leilao De Petrp73 (petr3) Ate 11:52h - Oscilacao Maxima Permitida http://t.co/Se9c4kzLDX,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
169,443765996206444544l,"Se instalada a #CPI em a #PETR4 as ações irão subir. O entendimento geral é que haverá uma gestão mais ética, profissional e menos politica.",1,0,1,0,-2,-2,0,0,-1,1.0,0.667,0.0,1.0,3
170,443785289316982785l,"#BBSE3 preço alvo R$27,00 - Corretora recomenda 3 carteiras para março: arrojada, dinâmica e moderada Veja mais em: http://t.co/EjU3oD5j5Q",1,0,0,0,0,0,0,0,0,0.667,1.0,1.0,1.0,3
171,443787672898002944l,"#bbas3 atenção que pode pintar um movimento relevante com extremos em 19,04 e 18,95, o lado que virar vai dar plimplim, aposto na compra.",1,0,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
172,443792262666145792l,"Petr4 aos 13.41 com topo  em 15,10.  Sugeriu fundo em 12,90 mas falta confirmação.",0,0,0,0,1,0,0,0,0,1.0,0.667,1.0,1.0,3
173,443796076974604288l,"@deinha_asl @coroneldoblog Em 2010 o Sheik conseguiu capitalizar a Petrobras com venda de ativos #PETR4 a R$ 26,30 - Hoje vale ~13,25 R$",0,0,0,1,0,0,0,0,0,0.667,0.667,0.667,1.0,3
174,443800394989580289l,"RT @bovespabrokers: Se instalada a #CPI na #PETR4 as ações irão subir. O entendimento geral é que haverá uma gestão mais ética, profissiona…",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,0.667,3
175,443801182675689473l,MRVE3 comprar a R$ 8.17 indicado em 12/03/2014 14:30 e finalizou a venda com resultado de R$ -0.06 ou -0.73 % http://t.co/kgt1YiTbF7,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.0,0.0,0.667,3
176,443801199993946112l,"RT @tovaga: @deinha_asl @coroneldoblog Em 2010 o Sheik conseguiu capitalizar a Petrobras com venda de ativos #PETR4 a R$ 26,30 - Hoje vale …",0,1,0,1,0,0,0,0,0,0.667,0.667,0.667,0.667,3
177,443815228737069056l,@piavu e as recomendações de compra em jbss3 e mmxm3 de o @ferrisss em o início de o ano. Se ele soubesse um mín de AT não levava essas cacetadas!,0,1,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
178,443815279802724352l,ELET3 comprar a R$ 4.93 indicado em 12/03/2014 15:26 e finalizou a venda com resultado de R$ -0.11 ou -2.23 % http://t.co/kgt1YiTbF7,0,0,-2,-2,-1,-1,-2,-2,-1,0.667,0.333,0.667,0.333,3
179,443824835085762560l,Fundo em BRKM5? To de olho...,0,0,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
180,443829193080844288l,ELET6 comprar a R$ 8.93 indicado em 12/03/2014 16:21 e finalizou a venda com resultado de R$ -0.29 ou -3.25 % http://t.co/kgt1YiTbF7,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
181,443830052690882560l,"@DuctorMarcus 19,20 to saindo do DT comprado 3hs de trade no BBAS3, mas to segurando uma posição em swing.",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
182,443833598899007489l,#BBAS3 #PlimPlim DT entrada e saída compartilhada no TWITTER quem acreditou fez uma bocada. http://t.co/K03MhZTWlY http://t.co/BJrQI1smCt,1,0,1,0,-2,-2,0,0,-1,0.5,0.5,0.25,0.5,4
183,443836032895549440l,"INTRADAY PETR4: Suportes 12,88 e 13,00 e resistências 13,20 e 13,28 INTRADAY VALE5: Suportes 25,45 e 25,78 e resistências 26,62 e 27,13",0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
184,443853159660654592l,"Ativa faz mudanças em carteira de março, veja quem saiu e quem entrou: A nova escolhida pelo... http://t.co/mEfz1RLyk9 #infomoney #vale5",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,0.667,3
185,443881920188145664l,RT @AASchwartz: @piavu e as recomendações de compra em jbss3 e mmxm3 do @ferrisss no início do ano. Se ele soubesse um mín de AT não levava…,0,1,0,1,0,0,0,0,0,1.0,0.667,0.667,0.667,3
186,443935701881462785l,PCAR4_VENDA http://t.co/ricFtnOyXh,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
187,444077454463102977l,$DTEX3 - Duratex (dtex-nm) - Investimentos Em Unidade De Paineis Industrializados http://t.co/VBbLPpvHIN,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
188,444077459664023552l,$DASA3 - Dasa (dasa-nm) - Fato Relevante -  Resultado Final Leilao Opa http://t.co/tE2KAm5lnC,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
189,444081961909633024l,$PETR3 - Petrobras (petr) - Comprova Descoberta Em Aguas Profundas Na Bacia Potiguar http://t.co/3JseOl3iVW,1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
190,444083603308175360l,"BB Investimentos troca 5 ativos de sua carteira, veja recomendações: Neste mês, entraram as ... http://t.co/6nvfUxbw1P #infomoney #vale5",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
191,444092114222481408l,"Esqueçam PETR3 e PETR4, melhor investimento: Itaú Unibanco e Brasesco",1,0,0,0,0,1,-2,-2,-1,0.667,0.667,0.667,0.0,3
192,444098494929043456l,"#VALE5 comprei agora pouco o bilhetão da série C... VALEC28 compra nos 0,14 VQV!!! uma hora esta joça vai!!!",1,0,0,0,-1,-1,0,0,-1,0.667,0.667,0.667,0.667,3
193,444100391253585920l,Destaques BTC #PETR3 #PETR4 #SBSP3 #BBAS3 Sou vendedor de todas ao longo do dia. Petrobras aparece em tds criterios @ferrisss @dfittarelli,-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
194,444105820939497472l,um ingrediente importante entrou 'em jogo' agora: aumentou o volume da #PETR4 !! De olhoooo !,0,1,-2,-2,0,1,0,0,-1,0.667,0.333,0.667,1.0,3
195,444106491218632704l,ELPL4 comprar a R$ 8.05 indicado em 13/03/2014 10:42 e finalizou a venda com resultado de R$ -0.09 ou -1.12 % http://t.co/kgt1YiTbF7,0,0,-2,-2,0,0,-2,-2,-1,0.667,0.333,0.667,0.333,3
196,444116175312527360l,"INTRADAY PETR4: Suportes 12,91 e 13,11 e resistências 13,49 e 13,67 INTRADAY VALE5: Suportes 25,42 e 25,94 e resistências 26,85 e 27,24",0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
197,444116194782871552l,KROT3 vender a R$ 43.33 indicado em 13/03/2014 11:22 e finalizou a compra com resultado de R$ -0.21 ou -0.48 % http://t.co/kgt1YiTbF7,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,1.0,3
198,444116429194162176l,#Petrobrás anuncia descoberta de nova jazida de #propina no pré-sal e aumento da exploração do fisiologismo na bacia das almas. #PETR4,0,1,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
199,444118685725507584l,RT @ppaulovagner: #Petrobrás anuncia descoberta de nova jazida de #propina no pré-sal e aumento da exploração do fisiologismo na bacia das …,1,0,-2,-2,1,0,0,0,-1,0.667,0.0,0.667,0.667,3
200,444119089167212544l,RT @ppaulovagner: #Petrobrás anuncia dscberta d nova jazida d #propina n pré-sal e aumento d exploraç d fisiologismo n bacia d almas. #PETR4,0,1,-2,-2,0,0,0,1,-1,0.667,0.333,0.667,0.667,3
201,444119267261571072l,#vale5 venda no Obj #petr4 venda no Obj  #winj14 Venda no Obj rsrsr,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
202,444119534161911808l,As vendas se deram nos objs não ainda os alvos de queda..RT @Live_Trade: #vale5 venda no Obj #petr4 venda no Obj  #winj14 Venda no Obj rsrsr,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
203,444121049849139200l,"@RivanewsBRKM5 15min: com formação de pivot de alta , após divergência de alta em o estocástico % k ( 12,3 )",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
204,444121511981760512l,"Reunião com a Eletrobras na Apimec Rio no dia 01 de Abril. Coincidentemente, no dia da mentira. Bela escolha, combina com a empresa. #ELET6",0,1,0,0,0,0,1,0,0,0.667,0.667,0.667,1.0,3
205,444123736917409792l,"RT @chrinvestor: Reunião com a Eletrobras em a Apimec Rio em o dia 01 de Abril. Coincidentemente, em o dia de a mentira. Bela escolha, combina com …",-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
206,444137554791890944l,"RT @Live_Trade: de volta...#petr4 chegando 13,15, faltam 2 cents, vale5 26,20 tb interessa na compra",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
207,444140925212983296l,@Smarttrade10 @ferrisss @dfittarelli Operador de BTC de um banco me disse hj que não conseguiu toda a demanda de BBAS3 pra tomar por exemplo,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,1.0,3
208,444150753436139520l,MRVE3 vender a R$ 8.28 indicado em 13/03/2014 13:39 e finalizou a compra com resultado de R$ 0.11 ou 1.35 % http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
209,444164181752053760l,#petr4 King Kong segurou...hummmm observo p/ entrada,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
210,444180742932017152l,MRVE3 comprar a R$ 8.33 indicado em 13/03/2014 15:38 e finalizou a venda com resultado de R$ -0.05 ou -0.60 % http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
211,444184272732426240l,"RT @Live_Trade: #llxl3 começo a monitorarquais vrs, cp?",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
212,444185949317398529l,Hoje entrei na venda com SANB11. Estou de olho agora em BRPR3 e TIMP3. Analisem e tirem suas conclusões.,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
213,444187355206144002l,@ferrisss cai pra 43.8k teremos crise no cenário internacional e vai sobrar pra #VALE5 e #PETR4 devido à desaceleração e gás respectivamente,0,1,0,1,1,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
214,444187449451769856l,Um Investimentos apresenta 6 papéis para ganhar com dividendos em março: Entraram em a carteir... http://t.co/ECHWffFvY7 #infomoney #vale5,0,0,0,0,-1,-1,0,0,-1,0.667,0.667,0.667,0.667,3
215,444208356987650048l,"Planner recomenda 2 novas ações para março, saiba quais: Novidades na carteira da corretora ... http://t.co/bbIAa3mn8S #infomoney #vale5",0,0,0,0,-2,-2,0,0,-1,0.667,1.0,0.0,1.0,3
216,444224240066523137l,"$PETR4 R$ 13,11 -1,58% / $VALE5 R$ 25,90 -2,12%, '@Info_BMFBOVESPA: #Ibovespa fecha em baixa de 0,91% aos 45.443 pontos.'",0,0,0,1,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
217,444246514962276352l,"Ibov petr4 vale5 Gustavo Franco: Inflação é como alcoolismo, não tem cura, só controle.",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
218,444248965488193537l,#petr4 Armando um lindo pivot de baixa!!!!,0,0,-2,-2,0,0,-2,-2,-1,1.0,0.333,0.667,0.0,3
219,444294968241557504l,"COMPRA: TAEE11, PSSA3, CCRO3",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
220,444296047289176064l,“@ferrisss: VALE estaria de olho na MMX. Aquisição faz sentido mesmo. Opa. Me serve e muito. @bovespabrokers @Smarttrade10” e petr4 na ogxp3,1,0,1,0,-2,-2,0,0,-1,0.667,1.0,0.333,1.0,3
221,444431529943789568l,$ALLL3 - All Amer Lat (alll-nm)- Fato Relevante   Licensa Ambiental P/ Duplic Subtrechos http://t.co/nJcfQYPDI7,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
222,444442793180545024l,"Concórdia indica compra de Vale, Itaú, Gerdau e mais 12 ações, veja todas: CCR, Cemig e Cyre... http://t.co/Tuar5xqFZh #infomoney #vale5",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
223,444448840863997952l,A estimativa de prejuízo para a Petrobras no caso de racionamento é de R$ 620 milhões de dólares. Pobre acionista minoritário !!! #PETR4,0,1,0,1,0,0,-2,-2,-1,1.0,1.0,0.667,0.0,3
224,444449194305409024l,RT @chrinvestor: A estimativa de prejuízo para a Petrobras no caso de racionamento é de R$ 620 milhões de dólares. Pobre acionista minoritá…,0,1,0,1,1,0,0,1,0,0.667,1.0,1.0,0.667,3
225,444452997243076608l,@Live_Trade quais os objetivos dessa compra? fiquei interessado #usim5,1,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
226,444458618797436928l,Ideia de Long&amp;Short por Credit Suisse - PETR4 x PETR3...quem quiser o relatório é só pedir!,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
227,444458706374524929l,$EMBR3 - Embraer (embr-nm)- Distribuicao De Juros Sobre Capital Proprio http://t.co/iag5yUYxkc,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
228,444460524752101376l,"#petr4 observo para compra se segurar região 12,94",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
229,444460784815726592l,"#vale5 observo para compra caso segure região 25,62",0,0,0,0,-1,-1,0,0,-1,0.5,0.5,0.5,0.75,4
230,444461550502690817l,MRVE3 vender a R$ 7.86 indicado em 14/03/2014 10:14 e finalizou a compra com resultado de R$ -0.47 ou -5.64 % http://t.co/kgt1YiTbF7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
231,444462050371461120l,Bom dia a todos... olhem só o leilão na #CSNA3! Vai abrir com forte alta.,1,0,-1,-1,1,0,0,0,-1,0.667,0.667,0.667,0.667,3
232,444463565375033344l,"#petr4 na briga com 12,94",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,0.667,3
233,444466476884713472l,"Chegando!!!! RT @Live_Trade: #vale5 observo para compra caso segure região 25,62",1,0,0,0,1,0,0,0,0,1.0,0.667,0.667,0.667,3
234,444467288595775488l,Notas gerais A COMPANHIA SIDERÚRGICA NACIONAL (CSNA3) abriu um novo programa de recompra de até 10% suas... http://t.co/4O0ePAN2Av,1,0,1,0,0,1,0,0,0,1.0,0.667,0.667,1.0,3
235,444469847700017153l,de olho aberto porque pode ter algo inesperado pintando em a tela galera ... #petr4,-2,-2,0,0,1,0,0,0,-1,0.333,0.667,0.667,0.667,3
236,444470974206214144l,"Pica entrou no short seller de CSNA3 com o anuncio do programa de recompra de ações, +12%",0,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,1.0,3
237,444471063641333760l,"#CSN (CSNA3): Conselho aprova recompra de até 70,2 mi ações em 1 mês",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
238,444474400981938176l,"@Smarttrade10 @ferrisss MRVE3 perdendo 7.75 no fechamento hoje fica complicado. Se nao, pode abrir um trade pra curto prazo.",0,1,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
239,444475433904783360l,"JPMORGAN eleva recomendação s/ Usiminas e Gerdau para 'overweight'. Agora USIM5 +3,26% e GGBR4, +1,87%",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
240,444475914035163136l,"volume diminuindo um pouco na #PETR4 ... mas cotações continuam melhorando. Já disse ... agradeçam a Fator. ,)",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
241,444482105675104256l,$DASA3 - Dasa (dasa-nm) - Aquisicao De Acoes Remanescentes Do Leilao http://t.co/0HuaywrCqa,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
242,444484995537989632l,Várias empresas que anunciam recompra de ações na verdade não recompram absolutamente nada. Não há nenhum controle sobre isso #CSN #CSNA3,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
243,444489297979527168l,"Moçada, alguém tem notícia do julgamento do STJ sobre os bancos? Tô precisando comprar umas BBAS3 nesse patamar de $19,00.",0,0,0,0,0,0,0,1,0,0.667,1.0,1.0,0.667,3
244,444495896227885056l,#CSNA3 Programa de Recompra de acoes ate 70.205.661 acoes. Prazo para a realização das operações de 14/03/2014 e 14/04/2014.,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
245,444496479131287552l,USIM5 comprar a R$ 9.13 indicado em 14/03/2014 12:33 e finalizou a venda com resultado de R$ 2.51 ou 27.49 % http://t.co/kgt1YiTbF7,-1,-1,-2,-2,-2,-2,-1,-1,-1,0.667,0.333,0.333,0.667,3
246,444501538376269825l,"Petr4 a os 12.93 com topo  em 15,10.  Sugerindo fundo em a região 12,90-12,86 mas falta confirmação.",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
247,444503548139552768l,#BBAS3 MENSAL Ponto Crítico porque a linha de tendência mensal foi perdida. Final do mês vamos confirmar a perda. http://t.co/NAcq3RyTEn,-2,-2,0,0,1,0,0,0,-1,0.0,0.667,0.667,0.667,3
248,444504826844811264l,ELPL4 vender a R$ 7.68 indicado em 14/03/2014 13:06 e finalizou a compra com resultado de R$ -0.37 ou -4.60 % http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
