,ids,tweets,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
130,441557761286209537l,$PETR3 - Petrobras (petr) - Comunicado http://t.co/mHuCIyQmFi,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
131,441559785218244608l,$PETR3 - Petrobras (petr) - Producao De Petroleo E Gas Natural Em Janeiro http://t.co/wf0dVBgd7F,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
132,441560681247412225l,"na #PETR4 fiquemos de olho em como ela se comporta ao enfrentar os R$13,5x ... Agora a região é resistência ... =/",0,1,0,1,1,0,0,1,0,0.667,0.667,0.667,0.667,3
133,441562070497390592l,"BM&FBovespa (#BVMF3) negocia volume 6,7% menor em fevereiro. http://t.co/0EEfEadv9Y  (Estadão)",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
134,441563014731665408l,Essa notícia do recorde de produção da #PETR4 no pré sal ta com uma cara de ter vindo pra tentar defender fundo...,0,1,0,1,0,1,1,0,0,0.667,0.667,0.667,0.667,3
135,441566388126511105l,"Destaques de BTC ontem foram as Blues #BBAS3 (alugaram 2x o que negociou ontem), #PETR4 (tx max 180d) além de #RENT3 e #KROT3 @ferrisss",-2,-2,-2,-2,0,1,-2,-2,-1,0.333,0.333,0.667,0.333,3
136,441566478580875265l,$CIEL3 - Cielo (ciel-nm)-ago/e -31/03/2014-10h00-bonificacao/alteracao Do Estatuto Social http://t.co/ZODi2E6KmJ,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
137,441566550881878016l,"Análises técnicas para IBOV, S&P500, PETR4, VALE5, ABEV3, VIVT4, CMIG4, NATU3, ITUB4, PDGR3 e GGBR4!  http://t.co/8N3CGt0WUa",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
138,441569040021336064l,"RT @Smarttrade10: Destaques de BTC ontem foram as Blues #BBAS3 (alugaram 2x o que negociou ontem), #PETR4 (tx max 180d) além de #RENT3 e #K…",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
139,441571737994813440l,Aparentemente #LLXL3 se despede do ibov na proxima carteira. Aproveitem para dar tchau! @ferrisss @dfittarelli,-2,-2,-2,-2,1,0,0,0,-1,0.333,0.333,0.667,0.667,3
140,441578217527590912l,"Notas gerais A BR PROPERTIES (BRPR3) vendeu à LPP Empreendimentos e Participações, sociedade do grupo GLP, a... http://t.co/Ou2D3dYKDh",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,0.667,3
141,441580131229138944l,"#pdgr3 1,46 bom suporte...de olho....",1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
142,441581046753419264l,#ecor3segue seu caminho rsrsr,0,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
143,441583786737025024l,"Dos bancões, só #BBAS3 cai. Ontem tomaram aluguel de 2x volume negociado no dia. Será que tem coisa aí? @ferrisss @dfittarelli",0,1,0,0,1,0,0,1,0,0.667,0.667,1.0,0.667,3
144,441585704087605248l,"BBSE3 - 10 ações para ganhar dinheiro em março, segundo a Um Investimentos - InfoMoney Veja mais em: http://t.co/wyNbuanWwc",1,0,0,0,1,0,0,0,0,1.0,1.0,0.667,1.0,3
145,441586664272855040l,"RT @WallFigueiredo: Rastreamento ações-Gráfico diário-11h. Analise se romper:  LREN3 58,72",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
146,441587615176065024l,Satisfeitíssimo com a recuperação de BVMF3! Dá pra pedalar mais um pouco!,1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
147,441589989944860673l,$PETR3 - Petrobras (petr) - Prod De 40 Mil Barris Dia Cascade E Chinook - Reapresentacao http://t.co/RBAlmZx1OK,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
148,441593349322326016l,"Rastreamento ações-Gráfico diário-12h. Analise se romper:  ALLL3 7,09 BBDC4 27,58 IFNC 3997,04 LREN3 58,72  PCAR4 98,92 QUAL3 21,35",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
149,441593920347463680l,"RT @WallFigueiredo: Rastreamento ações-Gráfico diário-12h. Analise se romper:  ALLL3 7,09 BBDC4 27,58 IFNC 3997,04 LREN3 58,72  PCAR4 98,92…",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
150,441595069116579840l,HSBC indica compra de ações do Itaú Unibanco e mais 8 papéis: No lugar das ações da Gerdau (... http://t.co/5QGgAdE1ti #infomoney #vale5,1,0,-2,-2,1,0,0,0,-1,0.667,0.0,0.667,0.667,3
151,441595881222332416l,"#PETR3 #PETR4 - Produção de petróleo da Petrobras cai 2,4% em janeiro - http://t.co/N7EiRfUM90",0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
152,441596163012435969l,#BRML3 - Cade aprova consórcio de BR Malls para novo shopping em SP - http://t.co/tey4pIn2fw,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
153,441602347777925121l,"@danielzatta que nem, to em vale5 agora..comprei a 28,20.. stop de perda em 28,10... e alvo em 28,98.. ou levar ate o leilao de hoje...",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
154,441604670788599808l,Opinião - Solidez faz 3 trocas e indica 8 ações para comprar em março: No lugar das ações da Brookfield (BISA3... http://t.co/slxWoggiOW,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
155,441604957410963456l,@clubedopairico #PETR4 com muitos processos la fora sobre lavagem de dinheiro...mas pouco divulgado aqui...pq será? rsrs,0,0,-2,-2,1,0,1,0,-1,0.667,0.0,0.667,0.667,3
156,441606825725943808l,"Petr4 aos 13.60 com topo  em 15,10.  Perdeu o fundo em 15,56. Por enquanto parando de cair na região de 13,29.",0,0,0,0,1,0,0,0,0,1.0,1.0,0.667,0.667,3
157,441606998447357952l,"Vale5  28,40 com fundo em 27,87 e topo 31,25, .Observar onde para de cair.",0,0,0,0,1,0,0,0,0,1.0,1.0,0.667,1.0,3
158,441607758795001856l,Voltou a Luz! #PETR4 crise? que crise? rs,0,0,1,0,-2,-2,0,0,-1,0.667,1.0,0.0,0.667,3
159,441608336748720128l,"BBDC4 Linda WW no Daytrade, mesmo entrando atrasado... e saindo cedo.. ,D http://t.co/WQPK5B1lNL",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
160,441610825938530304l,"BBDC4 - gatilho no semanal, cancelado",-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
161,441614055694811136l,"Solidez faz 3 trocas e indica 8 ações para comprar em março: No lugar das ações da Brookfield (BISA3), da Raia... http://t.co/GQ1FLrN3GZ",-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
162,441618452839936000l,@Live_Trade tem sinal de venda alugada p estc3?,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
163,441623888578240512l,"Rastreamento ações-Gráfico SEMANAL -14h. Analise se romper:  ABEV3 17,06 CTIP3 25,41 GFSA3 34,29",0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
164,441626383303712768l,petr4 ta chegando no objetivo http://t.co/D8tEb2CmtZ,1,0,1,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
165,441629457304940544l,"#BBAS3 OCO no intra, quem gosta das vendinhas... http://t.co/lEZSSC2mb5",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
166,441629764978085888l,"INTRADAY PETR4: Suportes 13,00 e 13,14 e resistências 13,58 e 13,88 INTRADAY VALE5: Suportes 27,44 e 27,77 e resistências 28,67 e 29,24",0,0,0,0,0,0,0,0,1,1.0,0.75,0.75,1.0,4
167,441636217332178944l,"#petr4 King Kong 1,48% no DT !!!!  Hj tá bão!!!!",1,0,1,0,0,0,0,0,0,1.0,1.0,0.667,1.0,3
168,441645232980254721l,Dados de fevereiro da BM&FBovespa (#BVMF3) indicam trimestre fraco. http://t.co/Ta1csWUBjy   (Reuters),0,1,0,1,1,0,0,1,0,0.667,0.667,0.667,0.667,3
169,441646260261748736l,"CCRO3 - cancelado o gatilho, só está valido BRML3 no momento.",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
170,441650728227340288l,#ecor3 coisa linda!!!!!,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
171,441652670643052544l,"#pdgr3 fez PB 1,51 se não perder fundo, já começo a monitorar possível entrada....",0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,0.667,3
172,441655679099875329l,"Rastreamento ações-Gráfico diário-14h. Analise se romper: LREN3 58,72  PCAR4 98,92 QUAL3 21,35",-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
173,441655872981577728l,Ativo c/ vol Financeiro Superior à sua MM21-16h: ABCB4 ABRE11 ALPA4 AMAR3 ARTR3 BBRK3 BBSE3 BEEF3 BEMA3 BRCR11 BRFS3 BRIN3 BRML3 BRPR3 BRSR6,1,0,0,0,0,0,0,0,0,0.667,0.667,1.0,1.0,3
174,441656045795282944l,Ativo c/ vol Financeiro Superior à sua MM21-16h: TGMA3 UGPA3 VLID3,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
175,441666563578822656l,#artr3 e ecor3 fechando em as máximas ... rsrsrrsrs show de bola ! ! !,-2,-2,1,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
176,441668370531119104l,"@fortesfilipe se aconteceu isso mesmo , como é a Petr4 não vai dar em nada !!",0,1,-2,-2,1,0,0,0,-1,0.667,0.333,0.667,0.667,3
177,441673990776823808l,"@petrobras Vcs não enganam seus trouxas! recorde obtido e sua ação hj esta em 13,49 mínima desde 2005 http://t.co/BgLmYn5LsL",0,1,0,1,-2,-2,0,1,-1,1.0,0.667,0.0,0.667,3
178,441675472393744384l,@JHPastorellii @petrobras  orgulho de que ah! deve ser funcionário teve aumento de salário ok! analise tonto http://t.co/BgLmYn5LsL,0,1,0,1,0,1,1,0,0,1.0,0.667,0.667,0.667,3
179,441690041795215362l,#CVCB3 registrou hoje seu oitavo pregão de alta enquanto #GOAU4 acumulou sua sexta baixa seguida. #LIGT3 #CMIG4 #ALPA4 com 5 altas!,1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
180,441717444034691073l,Operação com BRPR3 encerrada com um ligeiro prejuízo. A ideia é não perder mais de 1% do capital... logo o stop é... http://t.co/E6s6VQqNtU,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
181,441729078123450369l,"Ibovespa sobe 1% puxado por bancos. \\ Não a #BBAS3 de o Banco de o Brasil que a o contrário caiu  - 2,27% \\ - http://t.co/ty2PZhjdWl",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,1.0,3
182,441736153918492673l,AEDU3_Venda na perda da mínima http://t.co/1h9fmX8rUD,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
183,441737897742327809l,estc3_Venda na perda da mínima http://t.co/2GO4ZSp8HV,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
184,441739305895985154l,SUZB5_Venda na perda da mínima. http://t.co/GAlpIUw86m,-2,-2,-2,-2,0,1,0,0,-1,0.333,0.333,0.667,0.667,3
185,441755888983212032l,No gráfico diário #USIM5 #CSNA3 e #BRKM5 com grávidas de alta. http://t.co/rZEInx6dt0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
186,441758195472556032l,"O que #MULT3, #AEDU3, #ARTR3, #BBDC4, #IDNT3 e #PCAR4 têm em comum? Veja agora em http://t.co/BEflp4a4QB",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
187,441891559420600321l,Dívida da Petrobras aumenta seis vezes desde 2007 e atinge R$ 268 bilhões http://t.co/QiI2R71GsW via @UOLEconomia #UOL #PETR4,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
188,441894269650235392l,"fundo duplo ALSC3 , OCOI DAYC4, LLIS3,EMBR3",0,1,0,1,0,0,0,0,0,0.667,0.667,0.667,0.667,3
189,441911906719510529l,"A LIGHT S.A. fechou o dia de ontem ao preço de R$ 16,87 (+1,20%) com volume de R$ 26,32 mm. $LIGT3",1,0,-2,-2,0,1,0,0,-1,0.667,0.0,0.667,0.667,3
190,441913277376110592l,Vale (VALE5) – Adiou para 30 de março o prazo para a decisão sobre o projeto de exploração de potássio. #VisaoAtiva - Marginalmente negativa,0,0,0,1,1,0,0,0,0,0.667,0.667,0.667,0.667,3
191,441915242063224833l,"Sabesp faz manobra para evitar racionamento, Vale e mais 3 estão no radar: Ainda entre os de... http://t.co/3dIZzbmqGA #infomoney #vale5",-2,-2,0,0,0,0,-2,-2,-1,0.0,0.667,0.667,0.333,3
192,441917006304927744l,Petrobras reafirma crescimento da produção em 2014 A PETROBRAS (PETR4) reafirmou que sua produção de petróleo no... http://t.co/iLl0ciFreU,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
193,441918272142053376l,Análise e dados da Vale (VALE5) - Confira http://t.co/VO9t23O3BI,1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,1.0,3
194,441918867078537217l,"#VALE5 suportes e resistências, veja ainda notícia no comentário. http://t.co/sJrLzoBlUT",0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
195,441920225861435392l,$ALLL3 - All Amer Lat (alll-nm) - Alteracao De Participacao Acionaria http://t.co/jTshh6boJ6,0,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
196,441920487573442561l,$DASA3 - Dasa (dasa-nm) - Fato Relevante   Comunicado Cromossomo 06/3/2014 http://t.co/lle2wB6DuH,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
197,441921979365752832l,"#bisa3 avalio venda na perde de 1,42",0,1,0,1,1,0,0,1,0,0.667,0.667,0.667,0.667,3
198,441928414455693312l,"@Live_Trade CSNA3 bateu na região 9,35/40",0,0,0,0,0,0,0,0,1,1.0,0.667,0.667,1.0,3
199,441932039294836736l,$LIGT3 - Light S/a (ligt-nm) - Alteracao De o Calendario De Eventos Corporativos http://t.co/XjNJgpnqcw,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
200,441936563992547328l,"#petr4 se &gt; 13,61 brinco na  compra hj novamente",-2,-2,-2,-2,1,0,0,0,-1,0.333,0.333,0.667,0.667,3
201,441936742846042112l,Dasa (#DASA3): Edson Bueno vai à arbitragem contra oferta de compra de ações. http://t.co/OcNo5Tgf15   (Valor),1,0,-2,-2,-2,-2,0,0,-1,0.5,0.0,0.0,0.75,4
202,441939150481424384l,$PETR3 - Petrobras (petr) - Material De Apresentacao http://t.co/TG5VWSRtz1,0,0,0,0,0,0,0,0,1,0.75,0.75,0.75,0.75,4
203,441940897375076352l,CMIG4 – Gráfico – 06-03-2014 http://t.co/ezb225FGxG,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
204,441941288464953345l,"#bisa3 olhando p/ precipício, só falta o empurrão....",0,1,0,1,0,0,1,0,0,1.0,1.0,1.0,0.667,3
205,441942098104033280l,"Rastreamento ações-Gráfico diário-11h. Analise se romper:  PCAR4 98,83 Ativo c/ vol Financeiro Superior à sua MM21-11h: TEMP3",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
206,441945346391166976l,#IBOV #CIEL3 Cielo realiza assembleia geral ordinária e extraordinária dia 31/03 às 10:00h. http://t.co/bI6KFrXnkU #BR,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
207,441945453010370560l,"#PETR3 #PETR4 - Dívida da Petrobras aumenta seis vezes desde 2007, entenda - http://t.co/4dhREtWRqv",-2,-2,0,0,0,0,0,0,-1,0.0,0.667,0.667,1.0,3
208,441945541778628608l,"#VALE5 A Vale morreu, antes ela do q eu!!",0,1,0,1,1,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
209,441946579118063616l,#VALE5 NEXT VINTE E SETE E DEZ ...,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
210,441949128562839552l,"E VALE5 tem gap em R$25,93 !",1,0,-1,-1,0,1,0,0,-1,0.667,0.667,1.0,0.667,3
211,441952556370374656l,"VALE5 tá muito barata. Mas eu não aumento posição perdedora. Vamos administrandoas opções. Encerrei VALED31 c/lucro de $0,52 cada. Not bad..",1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
212,441954635692380160l,"Rastreamento ações-Gráfico diário-12h. Analise se romper:  PCAR4 98,83 Ativo c/ vol Financeiro Superior à sua MM21-12h: LAME3 TEMP3",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
213,441957109014732800l,"@Live_Trade ontem quase sai da BRFS3, mas o sistema ainda dava posição comprada...vc realizou?",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
214,441957488900857857l,"TOV aposta em blue chips, confira 7 ações para comprar neste mês: Os ativos que permanecem n... http://t.co/XKwFI1bsEg #infomoney #vale5",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
215,441958852410372096l,#PETR4  Vigilante morre durante ataque a caixas eletrônicos na Petrobras - notícias em Santos e Região http://t.co/nd5KXSoEa8 via @g1,0,1,0,1,0,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
216,441961599499501568l,Fora das operações regulares penso seriamente em montar um Streaddle na PETR4 assim que ela mostrar aumento da volatilidade...,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
217,441961900067524608l,Vou 'monitorar' a operação aqui pelo acho que temos boa chance de ter um movimento direcional forte na PETR4..,1,0,1,0,0,0,0,0,0,0.667,0.667,1.0,0.667,3
218,441966897228431360l,Essa #vale5 que tem que vir no obj....RT @rodrigotozato: @Live_Trade boa ... O #ibov podia ajudar um pouco neh?,0,1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
219,441968116361609217l,#TIMP3 - Telecom Italia diz que não há conversas de fusão sobre TIM - http://t.co/O502wucYkW,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
220,441969387289845761l,#DASA3 - Cromossomo Participações pede instauração de arbitragem contra Dasa - http://t.co/9akf5KlsB6,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
221,441969694560366592l,"INTRADAY PETR4: Suportes 13,08 e 13,25 e resistências 13,66 e 13,90 INTRADAY VALE5: Suportes 27,78 e 27,94 e resistências 28,35 e 28,60",0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
222,441979084714049536l,"Petr4 aos 13.53 com topo  em 15,10.  Perdeu o fundo em 13,56. Por enquanto parando de cair na região de 13,29.",-2,-2,-2,-2,0,1,-2,-2,-1,0.333,0.333,0.667,0.333,3
223,441979536419606528l,"Vale5  27,48 com  topo 31,25, Hoje perdeu o fundo em 27,87 e volta a cair sem noção de fundo.",0,1,0,1,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
224,441984391959822336l,"Apesar de pouco volume ainda, hype3 linda no mensal..... Nos 60 pivot acionado!",1,0,1,0,0,1,0,0,0,1.0,1.0,1.0,1.0,3
225,441988161372446720l,"Rastreamento ações-Gráfico diário-14h. Analise se romper:  PCAR4 99,03",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,1.0,1.0,0.667,3
226,441988207673368576l,Ativo c/ vol Financeiro Superior à sua MM21-14h: ABCB4 BEEF3 CRUZ3 EZTC3 LAME3 LPSB3 SMLE3 TBLE3 WEGE3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
227,441989377636708352l,@bovespabrokers #BBAS3 pagando 11 % a o ano ... abaixo de o VPA ... parece ser interessante para longo prazo,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
228,441991777944604672l,"#IBOV #VALE5 Vale derruba Bovespa, dólar e juros sobem com dados de os EUA. http://t.co/jTzPuMkG10 Nada cai indeterminadamente...",0,0,0,0,-2,-2,0,0,-1,1.0,0.667,0.333,0.667,3
229,441997448626835456l,"FOI ! ! ! OBJ CUMPRIDO ! ! ! RT @Live_Trade: Quem lembra de o Post #Vale5armando uma linda venda de diário ? pois é 27,35 obj de a queda .",-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.0,0.667,0.0,3
230,441999158753652736l,"@Live_Trade @aecioneto eu to sentado esperando os 12,50 da PETR4 que o vidente Marcos profetizou....rsrsrs",0,0,1,0,0,0,0,0,0,0.667,0.667,1.0,1.0,3
231,442001677147996160l,#VALE5: O mau humor em torno da China e notícias de que algumas siderúrgicas do País sofreram corte de... http://t.co/0rnoXMSuoZ,0,1,0,1,0,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
232,442003143623065601l,#SBSP3: O índice que mede o volume de água armazenado nos reservatórios do Sistema Cantareira registrou novo... http://t.co/Vq1afbYxNQ,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
233,442003384850468864l,#SBSP3  imagina a rapaziada no ônibus em São Paulo com racionamento de água!!! PQP!!! vai feder!!!,0,1,0,0,0,0,1,0,0,0.667,0.667,0.667,0.667,3
234,442003843254349824l,@realsardenberg A Petrobrás #PETR4 tem salvação??? #SardenbergResponde esta eu quero ver vc responder!!!,0,1,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
235,442007598456668160l,#DEAL ! #VALE5 NEXT VINTE E SETE E DEZ ... http://t.co/B3mGCukpm0,0,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
236,442007811573420032l,@Live_Trade olha o que virou a BRFS3....tú é foda hein! :/ kkk,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
237,442007897296613376l,RT @picapautrader: #SBSP3: O índice que mede o volume de água armazenado nos reservatórios do Sistema Cantareira registrou novo... http://t…,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
238,442007959133229056l,"@Live_Trade @Jgrafista11 @aecioneto amigos, vêem venda em a AEDU3? Obg",0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,0.667,3
239,442007999989944320l,Comentei ainda com vc que podia ser a venda lá lembra?...rsRT @CaciqueInvest: @Live_Trade olha o que virou a BRFS3....tú é foda hein! :/ kkk,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
240,442010362733674496l,"@HudsonPF @Live_Trade @aecioneto Vou ver as ondas na #AEDU3 , mas estou sem o candle de hj na base de dados .",-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,3
241,442011300403888128l,@DuctorMarcus Continuo sentado em Vale5 e só tomado trolha. Mas como o recurso é de LP vou ficar. Yield bom e qquer hora volta ao normal,0,1,0,1,0,0,0,0,0,0.667,0.667,0.667,0.667,3
242,442011337552437248l,"#VALE5 Vinte e sete e dez... (precisamente @27,07) abaixo disso... no SEMANAL é #funeraria",0,1,0,0,0,0,0,0,0,1.0,0.667,0.667,0.667,3
243,442011743917965312l,@lambari_trader Profecia da petr4 visitar os 12 quase se realizando. Confesso que nem eu acreditava nela ...,0,0,0,0,-2,-2,0,0,-1,1.0,0.667,0.0,0.667,3
244,442012200912572417l,@picapautrader Vale5 … a continuar assim será o maior Yield da bolsa. E pagará dividendos em abril …. @Fontes_,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
245,442012920621191168l,"@ferrisss Acho que isso resume o quadro do 'paciente' ,) #RSID3 http://t.co/wkVHPXOjqA",0,1,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.0,0.333,3
246,442013712116109312l,"Rastreamento ações-Gráfico diário-16h. Analise se romper:  PCAR4 99,03",0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,0.667,3
247,442013763487948800l,Ativo c/ vol Financeiro Superior à sua MM21-16h: ABCB4 ABEV3 ALLL3 BBDC4 BEEF3 BRML3 BVMF3 CIEL3 CMIG3 CMIG4 CRUZ3 ELET6 ELPL4 EZTC3 GETI3,0,0,0,0,0,0,0,0,1,1.0,0.667,1.0,1.0,3
248,442013854554660864l,Ativo c/ vol Financeiro Superior à sua MM21-16h: GGBR4 LAME3 LPSB3 MRVE3 PCAR4 PETR3 RADL3 RENT3 SLCE3 SMLE3 TBLE3 VALE5 VIVT4 VLID3 WEGE3,-2,-2,0,0,0,0,0,0,-1,0.5,0.75,0.75,0.75,4
249,442013857415196672l,#PETR4 logo logo a Petrobrás vai precisar de outra CAPETALIZAÇÃO!!! Aí o papel vai a quanto!?!?!,-2,-2,0,0,0,0,1,0,-1,0.333,0.667,0.667,0.667,3
250,442016935090606080l,"Para quem acha que vai fazer sempre a mesma coisa e vai funcionar sempre, a #VALE5 tá mostrando que não. Assim como PETR mostrou em 2008",0,1,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
251,442016957525921792l,Nº de papéis tomados de BBAS3 subiu 45% nos últimos 4 pregões.,1,0,0,0,0,1,-2,-2,-1,0.5,0.5,0.5,0.5,4
252,442018542826045440l,"FAÇAM SUAS APOSTAS! Que dia PETR4 vai a $13? Hoje? Nunca? Semana que vem? Dê seu palpite, é grátis!",-2,-2,1,0,0,0,0,0,-1,0.0,0.667,0.667,0.667,3
253,442029907129143297l,"#vale5 encerrado no leilão 27,09  Loss (-0,96%)",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
254,442031629138415617l,"07/03/14 - 17:19: Maiores Altas: HYPE3 1,99% R$14,81, VIVT4 1,28% R$44,76, TIMP3 0,78% R$11,61, NATU3 0,28% R$35,80, UGPA3 0,24% R$52,38.",1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
255,442031947838418944l,"07/03/14 - 17:20: Maiores Baixas: USIM5 -6,33% R$9,02, LIGT3 -6,04% R$15,85, CESP6 -5,09% R$21,25, CSNA3 -4,97% R$9,16, ELET6 -4,80% R$8,51.",0,0,0,1,1,0,0,0,0,0.667,0.667,0.667,0.667,3
256,442032117199802368l,Boas dicas! Quem pensa em dividendos eu colocaria também a BOVESPA ON (BVMF3) - Valor Econômico - Pesos pesados - http://t.co/GiGFCTjtTk,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
257,442032831544696832l,"#VALE5 abaixo do VPA, #BBAS abaixo do VPA...e alem de boas acoes pagam otimos dividendos!",-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
258,442034320602312704l,"E a bolsa não para de cair! Mas agora também aparecem boas oportunidades. Vejo a CSNA3, USIM5, ELET4, como ótimos ativos. Outro dia a 10 e 5",1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
259,442034626115026944l,"Gatilho position, semana que vem:   Ativo bvmf3 - Venda  - Validade 14/mar - Start 9,89 - Stop 10,45 - RP 9,33 http://t.co/YxHS4nZakh",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
260,442035278715166720l,"Gatilho position, semana que vem:   Ativo bbdc4 - Venda  - Validade 14/mar - Start 26,74 - Stop 28,14 - RP 25,34 http://t.co/He6aCGaEZA",1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
